CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
607,Male,31,32,51
608,Female,31,54,22
609,Female,54,79,68
610,Female,22,128,45
611,Male,39,67,38
612,Female,45,76,13
613,Female,62,140,31
614,Female,21,128,51
615,Female,67,75,1
616,Male,55,63,10
617,Male,46,104,84
618,Female,54,82,69
619,Male,52,85,28
620,Male,37,109,35
621,Female,52,149,60
622,Female,52,140,48
623,Male,37,36,50
624,Female,19,117,72
625,Male,69,54,42
626,Female,35,67,29
627,Male,47,44,45
628,Female,59,137,31
629,Male,46,134,44
630,Male,56,75,12
631,Male,69,87,37
632,Female,39,60,61
633,Male,46,72,72
634,Male,63,43,64
635,Female,27,67,87
636,Female,37,46,83
637,Male,33,23,100
638,Male,23,51,24
639,Female,34,22,83
640,Female,23,82,47
641,Female,39,66,34
642,Female,35,60,99
643,Female,49,31,13
644,Male,45,35,63
645,Female,59,62,79
646,Male,27,23,94
647,Male,58,19,41
648,Male,39,20,67
649,Female,45,60,27
650,Male,32,111,26
651,Male,60,126,47
652,Female,46,115,28
653,Male,24,145,64
654,Male,67,137,86
655,Female,51,117,98
656,Male,49,149,34
657,Male,19,30,74
658,Male,43,106,28
659,Female,62,136,66
660,Female,28,21,32
661,Female,42,113,64
662,Male,36,126,8
663,Male,37,112,26
664,Female,50,143,20
665,Male,34,33,62
666,Male,69,101,40
667,Female,47,18,19
668,Female,35,144,80
669,Male,49,37,20
670,Male,57,121,35
671,Male,62,96,60
672,Female,21,95,32
673,Female,49,72,64
674,Female,36,26,41
675,Female,20,135,73
676,Male,55,18,14
677,Female,45,42,46
678,Female,55,47,95
679,Female,23,88,43
680,Female,57,19,74
681,Female,34,24,73
682,Male,59,31,27
683,Male,22,74,91
684,Female,36,47,45
685,Male,60,147,53
686,Female,59,125,69
687,Female,52,146,31
688,Male,39,45,82
689,Male,41,18,34
690,Female,27,137,54
691,Female,19,32,76
692,Female,45,96,88
693,Male,58,48,40
694,Female,54,62,8
695,Female,34,77,29
696,Female,23,28,82
697,Male,60,104,26
698,Female,22,101,91
699,Female,56,47,59
700,Male,24,95,13
701,Female,49,142,79
702,Female,21,126,10
703,Male,38,113,76
704,Female,59,129,9
705,Male,49,64,81
706,Male,35,130,98
707,Female,50,85,11
708,Female,31,77,86
709,Female,23,84,90
710,Female,28,118,9
711,Male,63,15,6
712,Female,37,139,30
713,Male,46,128,2
714,Female,52,50,19
715,Female,33,60,15
716,Female,65,136,72
717,Male,24,96,57
718,Female,57,58,60
719,Female,53,107,62
720,Female,61,82,3
721,Female,61,90,93
722,Male,48,91,46
723,Female,59,92,54
724,Male,61,100,10
725,Male,60,23,52
726,Male,60,128,87
727,Male,64,95,90
728,Male,23,102,7
729,Male,46,83,6
730,Female,44,120,93
731,Male,60,79,57
732,Male,19,41,87
733,Male,39,20,12
734,Female,26,67,84
735,Female,28,147,41
736,Male,33,131,69
737,Female,62,111,81
738,Male,30,142,61
739,Male,35,68,25
740,Female,42,46,4
741,Male,50,65,82
742,Female,69,145,29
743,Female,27,79,63
744,Male,47,99,36
745,Male,68,27,45
746,Female,66,22,5
747,Male,18,22,14
748,Male,50,72,1
749,Male,66,138,16
750,Female,32,105,6
751,Female,46,117,56
752,Male,19,101,24
753,Female,28,75,80
754,Female,51,90,24
755,Female,69,128,13
756,Female,58,116,62
757,Female,36,121,80
758,Male,19,108,34
759,Male,65,88,29
760,Male,37,32,13
761,Female,58,127,9
762,Female,69,16,100
763,Male,48,44,90
764,Female,21,61,89
765,Male,46,57,3
766,Male,47,25,59
767,Male,30,33,4
768,Female,32,145,45
769,Female,37,18,87
770,Male,51,125,72
771,Male,45,65,38
772,Male,37,118,48
773,Male,67,97,12
774,Female,42,51,45
775,Female,44,73,76
776,Male,47,122,21
777,Male,58,119,83
778,Female,37,32,76
779,Female,18,39,62
780,Male,52,39,58
781,Male,66,98,58
782,Male,60,65,76
783,Female,41,24,97
784,Female,42,139,30
785,Female,57,106,75
786,Male,29,140,19
787,Male,28,127,42
788,Female,47,128,51
789,Female,30,60,92
790,Male,64,84,90
791,Female,42,25,59
792,Female,69,97,23
793,Male,42,144,44
794,Female,34,72,3
795,Male,29,99,75
796,Male,68,93,53
797,Male,69,91,47
798,Male,28,85,43
799,Male,27,130,92
800,Male,34,81,86
801,Male,62,29,15
802,Female,33,98,62
803,Male,69,17,34
804,Male,37,72,32
805,Female,66,41,64
806,Female,22,17,3
807,Female,58,79,74
808,Male,49,25,66
809,Female,44,39,86
810,Male,21,18,68
811,Male,58,97,24
812,Male,65,68,30
813,Male,24,74,43
814,Female,63,94,65
815,Female,31,73,83
816,Male,56,60,28
817,Male,41,107,52
818,Male,65,146,16
819,Female,35,119,21
820,Male,55,60,50
821,Male,56,40,41
822,Female,68,15,32
823,Female,57,126,65
824,Male,18,104,66
825,Female,34,53,60
826,Female,43,41,31
827,Male,68,30,18
828,Female,39,81,17
829,Male,56,36,8
830,Female,35,87,10
831,Male,55,134,60
832,Male,45,149,55
833,Male,38,90,97
834,Female,55,15,60
835,Male,50,28,80
836,Female,47,33,24
837,Male,59,91,5
838,Male,25,122,89
839,Female,47,88,76
840,Male,56,125,68
841,Male,26,139,36
842,Female,50,107,65
843,Male,60,77,35
844,Male,46,37,100
845,Male,48,24,83
846,Male,20,110,24
847,Female,67,48,6
848,Female,55,109,75
849,Male,28,53,52
850,Female,22,94,66
851,Male,48,114,14
852,Female,37,37,40
853,Male,21,39,78
854,Male,25,148,34
855,Male,59,104,1
856,Male,52,20,23
857,Male,30,33,1
858,Male,66,33,44
859,Female,22,124,47
860,Male,57,125,28
861,Female,36,109,98
862,Male,35,101,96
863,Female,50,27,87
864,Female,21,100,99
865,Female,35,90,28
866,Male,63,91,69
867,Male,41,37,80
868,Female,60,84,20
869,Male,46,139,52
870,Female,48,72,48
871,Male,45,82,84
872,Female,26,84,17
873,Female,62,96,64
874,Male,43,22,5
875,Female,66,128,60
876,Male,64,42,57
877,Female,19,81,20
878,Female,23,128,69
879,Male,46,94,67
880,Male,43,148,96
881,Male,45,28,89
882,Female,24,128,34
883,Male,51,121,50
884,Female,62,90,1
885,Female,27,97,2
886,Male,65,99,74
887,Male,58,43,18
888,Female,57,63,13
889,Female,64,16,22
890,Male,39,103,7
891,Male,44,84,95
892,Male,56,60,32
893,Male,39,77,66
894,Male,36,133,43
895,Female,53,99,55
896,Female,26,41,37
897,Female,36,37,49
898,Female,19,114,68
899,Male,45,53,47
900,Male,56,72,31
901,Male,39,59,72
902,Female,68,31,77
903,Female,23,52,64
904,Male,64,104,66
905,Male,24,45,4
906,Female,23,112,30
907,Female,50,72,54
908,Male,31,105,30
909,Male,18,31,45
910,Female,42,134,17
911,Male,23,37,80
912,Male,45,110,96
913,Male,35,18,3
914,Female,44,87,28
915,Female,66,89,65
916,Female,19,63,89
917,Female,57,123,31
918,Female,38,40,47
919,Female,40,46,91
920,Female,19,42,13
921,Male,33,65,91
922,Male,21,51,23
923,Male,51,71,4
924,Male,22,94,72
925,Male,66,86,57
926,Male,51,17,83
927,Male,39,125,18
928,Female,63,105,45
929,Female,37,65,35
930,Male,56,148,35
931,Male,64,39,99
932,Female,67,40,75
933,Male,30,94,37
934,Male,61,50,76
935,Female,51,35,16
936,Male,61,63,12
937,Female,23,98,61
938,Male,46,132,59
939,Female,50,74,72
940,Female,18,120,65
941,Female,64,137,70
942,Male,65,33,71
943,Female,24,92,43
944,Male,39,114,65
945,Male,49,145,39
946,Male,31,142,14
947,Male,68,121,34
948,Female,41,76,28
949,Female,36,59,65
950,Male,44,71,26
951,Male,40,144,36
952,Female,62,115,34
953,Male,38,33,60
954,Female,61,75,25
955,Male,46,19,24
956,Male,18,33,100
957,Female,48,45,7
958,Male,44,120,25
959,Female,61,95,95
960,Male,53,104,37
961,Male,44,131,13
962,Male,32,139,84
963,Female,42,86,93
964,Male,65,118,31
965,Male,32,39,24
966,Male,57,56,67
967,Male,36,37,45
968,Female,64,42,34
969,Female,67,126,59
970,Male,28,27,6
971,Female,58,110,56
972,Male,50,89,99
973,Male,58,49,13
974,Male,40,61,40
975,Female,29,64,75
976,Female,19,101,13
977,Female,60,54,62
978,Female,38,91,53
979,Female,31,56,56
980,Female,51,74,44
981,Female,32,72,92
982,Female,38,47,68
983,Female,40,16,86
984,Male,38,73,61
985,Female,67,126,54
986,Female,31,39,49
987,Female,38,147,37
988,Female,29,76,18
989,Female,59,118,2
990,Female,63,92,56
991,Female,64,119,50
992,Female,22,105,97
993,Female,19,138,69
994,Female,39,112,12
995,Female,23,129,16
996,Male,61,100,58
997,Male,19,42,94
998,Female,46,62,18
999,Female,53,98,27
1000,Male,24,77,91
1001,Female,33,16,11
1002,Male,50,37,77
1003,Male,50,65,66
1004,Male,31,126,25
1005,Male,60,94,33
1006,Male,29,130,35
1007,Female,60,15,88
1008,Male,23,29,64
1009,Female,29,57,45
1010,Female,48,147,65
1011,Male,29,117,25
1012,Male,27,139,53
1013,Female,57,52,77
1014,Male,44,77,61
1015,Male,69,65,34
1016,Female,68,92,15
1017,Female,24,97,70
1018,Male,63,111,82
1019,Female,53,107,28
1020,Male,50,43,53
1021,Male,44,119,22
1022,Male,25,75,8
1023,Female,22,55,56
1024,Female,25,60,24
1025,Female,57,53,12
1026,Female,38,54,24
1027,Female,41,16,1
1028,Male,24,65,28
1029,Male,36,134,8
1030,Male,48,22,3
1031,Male,53,45,81
1032,Female,44,53,73
1033,Male,46,97,59
1034,Female,40,37,75
1035,Male,37,135,34
1036,Female,23,83,20
1037,Female,29,26,19
1038,Male,67,50,98
1039,Male,29,71,59
1040,Male,67,106,73
1041,Male,20,104,83
1042,Female,59,18,38
1043,Male,56,36,25
1044,Male,52,121,28
1045,Female,36,84,97
1046,Male,62,99,43
1047,Male,21,53,14
1048,Male,48,44,26
1049,Male,59,118,25
1050,Male,55,67,95
1051,Female,50,148,57
1052,Male,23,68,95
1053,Male,25,146,91
1054,Male,45,93,26
1055,Male,32,50,14
1056,Male,48,77,66
1057,Female,25,145,70
1058,Male,23,71,64
1059,Female,46,94,26
1060,Female,68,30,34
1061,Male,63,134,55
1062,Male,51,148,20
1063,Male,24,23,54
1064,Male,57,42,36
1065,Female,27,59,60
1066,Male,30,72,3
1067,Male,39,43,57
1068,Male,38,109,35
1069,Male,69,135,100
1070,Male,18,71,27
1071,Male,58,47,8
1072,Female,59,122,93
1073,Female,69,146,96
1074,Male,19,30,84
1075,Male,69,145,57
1076,Male,46,103,74
1077,Female,28,95,82
1078,Male,54,96,33
1079,Female,67,110,67
1080,Male,24,71,90
1081,Male,52,42,83
1082,Male,47,135,2
1083,Male,33,61,86
1084,Female,32,24,26
1085,Female,57,55,23
1086,Male,37,88,33
1087,Male,45,29,28
1088,Female,54,88,95
1089,Female,20,66,3
1090,Female,46,73,53
1091,Female,54,132,61
1092,Male,26,53,42
1093,Female,44,140,67
1094,Male,49,56,66
1095,Female,65,65,47
1096,Female,63,64,93
1097,Female,67,106,46
1098,Female,56,119,31
1099,Female,48,80,58
1100,Male,64,72,15
1101,Male,43,141,10
1102,Female,57,18,86
1103,Female,20,145,98
1104,Male,28,46,42
1105,Female,69,76,57
1106,Female,46,32,73
1107,Male,44,148,14
1108,Female,67,120,84
1109,Female,64,79,99
1110,Male,27,94,65
1111,Male,52,51,90
1112,Male,64,87,16
1113,Female,40,95,80
1114,Male,23,114,42
1115,Male,28,73,78
1116,Male,60,109,25
1117,Male,68,51,48
1118,Male,44,115,21
1119,Male,48,143,53
1120,Female,47,67,79
1121,Female,20,76,2
1122,Male,30,65,5
1123,Male,57,28,83
1124,Male,38,122,11
1125,Female,60,112,92
1126,Female,28,73,2
1127,Female,62,15,97
1128,Female,20,70,21
1129,Female,55,147,43
1130,Female,48,32,28
1131,Female,41,103,40
1132,Female,59,69,81
1133,Female,68,61,76
1134,Male,29,118,41
1135,Male,63,35,95
1136,Male,60,114,25
1137,Male,44,24,55
1138,Female,38,98,84
1139,Female,42,67,56
1140,Male,47,141,44
1141,Female,47,149,23
1142,Male,27,44,70
1143,Female,20,107,16
1144,Male,30,69,67
1145,Female,44,79,91
1146,Female,35,35,11
1147,Male,62,21,3
1148,Female,41,58,23
1149,Male,63,82,72
1150,Male,31,117,81
1151,Male,56,112,74
1152,Male,61,16,90
1153,Female,21,115,31
1154,Female,33,145,21
1155,Female,68,61,26
1156,Male,27,114,52
1157,Female,65,41,60
1158,Male,54,146,96
1159,Female,44,50,79
1160,Female,65,97,91
1161,Female,18,112,63
1162,Male,22,94,61
1163,Female,30,65,86
1164,Female,62,100,38
1165,Male,20,16,91
1166,Female,34,31,83
1167,Male,36,37,8
1168,Female,54,60,27
1169,Male,22,68,37
1170,Male,64,27,34
1171,Female,59,85,29
1172,Male,61,29,59
1173,Male,41,76,35
1174,Male,60,84,88
1175,Male,50,85,48
1176,Male,38,145,63
1177,Male,20,35,66
1178,Female,21,68,40
1179,Male,68,148,16
1180,Male,49,135,65
1181,Female,41,25,58
1182,Female,69,139,35
1183,Female,52,86,69
1184,Female,35,123,75
1185,Female,20,41,89
1186,Female,56,107,72
1187,Female,43,47,61
1188,Male,41,19,15
1189,Male,18,23,67
1190,Female,68,108,28
1191,Male,67,132,92
1192,Male,51,103,77
1193,Male,29,148,57
1194,Female,34,117,6
1195,Female,38,88,4
1196,Male,38,139,98
1197,Female,20,62,5
1198,Male,61,97,94
1199,Male,45,25,41
1200,Male,42,144,75
1201,Male,61,21,31
1202,Female,23,119,11
1203,Female,59,71,64
1204,Female,47,45,62
1205,Male,49,135,36
1206,Female,39,95,12
1207,Male,55,93,88
1208,Female,31,149,83
1209,Male,51,108,99
1210,Male,60,109,1
1211,Male,64,23,6
1212,Female,43,23,66
1213,Female,57,127,58
1214,Female,30,136,20
1215,Female,47,144,12
1216,Male,36,122,10
1217,Female,59,100,48
1218,Female,58,30,8
1219,Male,67,16,34
1220,Male,56,140,3
1221,Male,20,132,49
1222,Female,48,142,19
1223,Male,29,57,84
1224,Male,32,77,39
1225,Male,62,139,59
1226,Female,55,33,67
1227,Male,57,147,70
1228,Female,31,37,34
1229,Female,52,122,18
1230,Male,33,33,22
1231,Male,67,142,52
1232,Female,41,143,95
1233,Male,34,57,11
1234,Male,35,39,66
1235,Female,59,20,60
1236,Female,34,95,24
1237,Male,33,90,7
1238,Female,38,39,71
1239,Male,41,133,52
1240,Male,51,136,88
1241,Male,69,117,32
1242,Female,53,73,52
1243,Male,60,133,85
1244,Male,44,69,81
